date,RSV Detections,RSV Tests,Surveillance Year,Week ending Code ,temp_c,vapor_pressure_hpa
2016-11-26,1407,14169,1617,1647,6.068971267667241,6.548171231676204
2016-12-03,1983,17224,1617,1648,5.6913510858889005,6.526281606716291
2016-12-10,2164,17644,1617,1649,0.6326279863481229,4.508694431363763
2016-12-17,2855,19623,1617,1650,-0.7907159845813171,4.070230582154554
2016-12-24,3518,20846,1617,1651,2.301742901562884,5.177798597568745
2016-12-31,4447,24875,1617,1652,3.6027642516437623,5.70609329504518
2017-01-07,4848,27644,1617,1701,-2.3107559419014088,3.738344083671422
2017-01-14,4009,27214,1617,1702,2.0394177270974496,5.147777093732715
2017-01-21,4150,27367,1617,1703,5.274952355023141,7.232004617972895
2017-01-28,4415,28354,1617,1704,2.924381184904288,5.238688364848176
2017-02-04,3889,28490,1617,1705,2.053842384857393,4.447620073557558
2017-02-11,4009,30859,1617,1706,5.40532562699969,6.127729008779808
2017-02-18,3463,30769,1617,1707,6.338383942889659,6.122171606456127
2017-02-25,2928,28952,1617,1708,7.963257399659074,7.231552837163549
2017-03-04,2302,25051,1617,1709,5.955415955741689,5.590596073559752
2017-03-11,1829,23892,1617,1710,6.187725368785285,5.419644221163968
2017-03-18,1490,22315,1617,1711,5.478770587472442,5.381292815766887
2017-03-25,1115,21368,1617,1712,9.778036222509702,7.5152536651532
2017-04-01,841,19714,1617,1713,10.711076487993925,9.143482992920411
2017-04-08,707,18641,1617,1714,11.70011545223164,8.301318758284898
2017-04-15,550,16951,1617,1715,14.962143988368773,10.131107016395342
2017-04-22,413,15229,1617,1716,14.29433309937872,10.74019442724714
2017-04-29,281,13925,1617,1717,14.14148327350294,10.925809480496104
2017-05-06,195,12335,1617,1718,14.831228024482357,10.256236830222576
2017-05-13,184,11526,1617,1719,16.078447624260434,11.458166036356504
2017-05-20,138,11177,1617,1720,18.22685230969421,13.358064977550567
2017-05-27,112,9846,1617,1721,17.98105552958288,13.769338144916231
2017-06-03,117,8868,1617,1722,20.29966350882642,14.918088910508596
2017-06-10,93,8421,1617,1723,21.30710449155401,15.408667255031434
2017-06-17,101,7700,1617,1724,23.14128526157203,18.33897782264716
2017-06-24,80,7294,1617,1725,23.258931678308965,17.93040212298563
2017-07-01,80,5761,1617,1726,22.85522434404596,17.418334388220046
2017-07-08,88,5690,1718,1727,25.04392984450069,19.85103809020861
2017-07-15,97,5901,1718,1728,25.017481096651405,21.255133765809987
2017-07-22,122,5763,1718,1729,25.796889939855035,21.83935342592865
